,gender,Annual_income,income_type,Education,family_type,house_type,DAYS_BIRTH,working_day,work_phone,phone,email,occyp_type,begin_month,car_reality,credit
7971,F,108000.0,4,4,Married,House / apartment,-13012,-1342,0,1,0,Sales staff,-1.0,1,0.0
24821,F,108000.0,4,4,Married,Municipal apartment,-19316,-6039,0,0,0,Core staff,-49.0,2,2.0
19404,F,108000.0,4,4,Married,Municipal apartment,-19316,-6039,0,0,0,Core staff,-33.0,2,2.0
25573,F,108000.0,4,4,Married,With parents,-12249,-3195,1,0,0,none,-35.0,1,2.0
23942,F,108000.0,4,4,Separated,House / apartment,-14349,-4082,0,1,0,none,-11.0,0,1.0
20686,F,110250.0,2,4,Married,House / apartment,-17782,-2403,0,0,1,none,-23.0,1,2.0
24250,F,112500.0,0,1,Civil marriage,House / apartment,-10551,-3000,0,0,1,Core staff,-15.0,2,2.0
23976,F,112500.0,0,1,Civil marriage,House / apartment,-10551,-3000,0,0,1,Core staff,-12.0,2,2.0
13871,F,112500.0,0,1,Civil marriage,House / apartment,-10551,-3000,0,0,1,Core staff,-7.0,2,2.0
22634,F,112500.0,0,1,Married,House / apartment,-17472,-1202,1,1,0,none,-32.0,1,1.0
25558,F,112500.0,0,1,Married,House / apartment,-12392,-3138,0,0,0,Sales staff,-7.0,0,1.0
19247,F,112500.0,0,1,Married,House / apartment,-11589,-73,0,1,1,Core staff,-29.0,2,2.0
15291,F,112500.0,0,1,Married,With parents,-19721,-1539,0,0,0,Accountants,-1.0,0,0.0
12004,F,112500.0,0,1,Separated,House / apartment,-14648,-2833,1,0,0,Private service staff,-26.0,0,2.0
9794,F,112500.0,0,2,Married,House / apartment,-10177,-2339,0,1,0,none,-56.0,0,2.0
25275,F,112500.0,0,4,Civil marriage,House / apartment,-12438,-747,1,1,0,Medicine staff,-39.0,1,1.0
21775,F,112500.0,0,4,Civil marriage,House / apartment,-11660,-807,0,0,0,Core staff,-8.0,2,2.0
23689,F,112500.0,0,4,Married,House / apartment,-19601,-796,0,0,0,High skill tech staff,-27.0,0,2.0
14673,F,112500.0,0,4,Married,House / apartment,-19601,-796,0,0,0,High skill tech staff,-17.0,0,2.0
18061,F,112500.0,0,4,Married,House / apartment,-17892,-470,0,1,0,Sales staff,-9.0,0,2.0
10317,F,112500.0,0,4,Married,House / apartment,-15109,-1956,0,0,0,Core staff,-44.0,2,2.0
14418,F,112500.0,0,4,Married,House / apartment,-15109,-1956,0,0,0,Core staff,-23.0,2,2.0
25801,F,112500.0,0,4,Married,House / apartment,-12627,-1404,1,0,0,Sales staff,-33.0,2,2.0
24402,F,112500.0,0,4,Married,House / apartment,-12563,-1025,0,0,0,Cooking staff,-1.0,1,1.0
25652,F,112500.0,0,4,Married,House / apartment,-10858,-3215,0,0,1,none,-43.0,1,2.0
9497,F,112500.0,0,4,Married,House / apartment,-10858,-3215,0,0,1,none,-40.0,1,2.0
21214,F,112500.0,0,4,Married,House / apartment,-9582,-747,0,0,0,Sales staff,-16.0,0,1.0
25002,F,112500.0,0,4,Married,House / apartment,-9320,-2257,0,0,0,High skill tech staff,-22.0,0,2.0
20625,F,112500.0,0,4,Married,House / apartment,-9320,-2257,0,0,0,High skill tech staff,-19.0,0,2.0
9129,F,112500.0,0,4,Single / not married,House / apartment,-17993,-555,0,0,0,Security staff,-46.0,1,1.0
25707,F,112500.0,1,1,Married,House / apartment,-22037,0,0,0,0,none,-16.0,1,2.0
11692,F,112500.0,1,1,Single / not married,House / apartment,-21775,0,0,0,0,none,-41.0,1,2.0
19642,F,112500.0,1,1,Single / not married,House / apartment,-21775,0,0,0,0,none,-36.0,1,0.0
11553,F,112500.0,1,3,Married,House / apartment,-24821,0,0,0,0,none,-50.0,1,2.0
10502,F,112500.0,1,4,Married,House / apartment,-24327,0,0,0,0,none,-14.0,1,1.0
21714,F,112500.0,1,4,Married,House / apartment,-23978,0,0,0,0,none,-12.0,1,1.0
20581,F,112500.0,1,4,Married,House / apartment,-23864,0,0,0,0,none,-14.0,0,2.0
10313,F,112500.0,1,4,Married,House / apartment,-22788,0,0,0,0,none,-10.0,1,2.0
22129,F,112500.0,1,4,Married,House / apartment,-22670,0,0,1,0,none,-52.0,1,2.0
21499,F,112500.0,1,4,Married,House / apartment,-22365,0,0,0,0,none,-9.0,0,2.0
21099,F,112500.0,1,4,Married,House / apartment,-22361,0,0,0,0,none,-59.0,1,1.0
18971,F,112500.0,1,4,Married,House / apartment,-21642,0,0,0,0,none,-15.0,1,2.0
15608,F,112500.0,1,4,Married,House / apartment,-21387,0,0,0,0,none,-31.0,2,0.0
11126,F,112500.0,1,4,Married,House / apartment,-21074,0,0,0,0,none,-48.0,1,2.0
2099,F,112500.0,1,4,Married,House / apartment,-21008,0,0,0,0,none,-16.0,1,2.0
19740,F,112500.0,1,4,Married,House / apartment,-21008,0,0,0,0,none,-16.0,1,2.0
26136,F,112500.0,1,4,Married,House / apartment,-21008,0,0,0,0,none,-7.0,1,2.0
13895,F,112500.0,1,4,Married,House / apartment,-20843,0,0,1,0,none,-54.0,1,2.0
24261,F,112500.0,1,4,Married,House / apartment,-20838,0,0,0,0,none,-17.0,2,2.0
4966,F,112500.0,1,4,Married,House / apartment,-20665,0,0,0,0,none,-9.0,1,2.0
10399,F,112500.0,1,4,Married,House / apartment,-20665,0,0,0,0,none,-5.0,1,2.0
20564,F,112500.0,1,4,Married,House / apartment,-20665,0,0,0,0,none,-5.0,1,2.0
11326,F,112500.0,1,4,Married,House / apartment,-19709,0,0,0,0,none,-46.0,1,2.0
23816,F,112500.0,1,4,Married,House / apartment,-19709,0,0,0,0,none,-46.0,1,2.0
25626,F,112500.0,1,4,Married,House / apartment,-18759,0,0,0,0,none,-10.0,1,0.0
13115,F,112500.0,1,4,Married,House / apartment,-18666,0,0,1,0,none,-7.0,1,2.0
21987,F,112500.0,1,4,Married,Municipal apartment,-21363,0,0,0,0,none,-24.0,0,2.0
7408,F,112500.0,1,4,Separated,House / apartment,-23632,0,0,0,0,none,-18.0,1,2.0
15519,F,112500.0,1,4,Separated,House / apartment,-20605,0,0,0,0,none,-5.0,0,2.0
25388,F,112500.0,1,4,Separated,Municipal apartment,-21629,0,0,0,0,none,-49.0,0,2.0
21653,F,112500.0,1,4,Single / not married,House / apartment,-21135,0,0,0,0,none,-3.0,0,1.0
5374,F,112500.0,1,4,Single / not married,House / apartment,-20132,0,0,1,0,none,-11.0,1,2.0
19070,F,112500.0,1,4,Widow,House / apartment,-23570,0,0,0,0,none,-8.0,1,2.0
22159,F,112500.0,1,4,Widow,House / apartment,-22743,0,0,0,0,none,-30.0,1,2.0
12821,F,112500.0,1,4,Widow,House / apartment,-21041,0,0,0,0,none,-42.0,1,1.0
21285,F,112500.0,1,4,Widow,House / apartment,-20536,0,0,0,0,none,-43.0,1,1.0
11440,F,112500.0,2,1,Married,House / apartment,-13035,-361,0,1,0,Core staff,-3.0,1,0.0
12752,F,112500.0,2,4,Civil marriage,House / apartment,-18484,-6033,0,1,0,Medicine staff,-39.0,1,2.0
24079,F,112500.0,2,4,Civil marriage,House / apartment,-13328,-5817,0,1,0,High skill tech staff,-29.0,2,2.0
26157,F,112500.0,2,4,Married,House / apartment,-21215,-808,0,0,0,Medicine staff,-45.0,1,2.0
22302,F,112500.0,2,4,Married,House / apartment,-21215,-808,0,0,0,Medicine staff,-12.0,1,1.0
19596,F,112500.0,2,4,Married,House / apartment,-18794,-6358,0,0,0,High skill tech staff,-23.0,1,0.0
8808,F,112500.0,2,4,Married,House / apartment,-14887,-2599,0,0,0,Managers,-49.0,1,2.0
7150,F,112500.0,2,4,Married,House / apartment,-11664,-460,1,1,0,Core staff,-4.0,1,1.0
12055,F,112500.0,2,4,Married,House / apartment,-10150,-1162,1,1,0,Core staff,-6.0,0,0.0
25550,F,112500.0,2,4,Single / not married,House / apartment,-15964,-7591,0,0,0,Core staff,-26.0,0,2.0
19068,F,112500.0,4,1,Civil marriage,With parents,-12076,-5362,0,1,1,Laborers,-46.0,0,2.0
12596,F,112500.0,4,1,Married,House / apartment,-14768,-2133,1,1,1,Core staff,-59.0,1,2.0
25944,F,112500.0,4,1,Married,House / apartment,-14768,-2133,1,1,1,Core staff,-56.0,1,2.0
11612,F,112500.0,4,1,Married,House / apartment,-14133,-2695,0,0,0,High skill tech staff,-20.0,2,2.0
15933,F,112500.0,4,1,Married,House / apartment,-14133,-2695,0,0,0,High skill tech staff,-20.0,2,2.0
13677,F,112500.0,4,1,Married,House / apartment,-13671,-1974,0,0,0,Core staff,-42.0,2,0.0
4118,F,112500.0,4,1,Married,House / apartment,-13671,-1974,0,0,0,Core staff,-12.0,2,1.0
25181,F,112500.0,4,1,Married,House / apartment,-13656,-2207,0,1,0,Sales staff,-50.0,1,2.0
18586,F,112500.0,4,1,Married,House / apartment,-12924,-2058,0,1,0,Sales staff,-48.0,1,2.0
18832,F,112500.0,4,1,Married,House / apartment,-12593,-3942,1,1,0,Core staff,-7.0,1,2.0
19375,F,112500.0,4,1,Married,House / apartment,-12114,-4004,0,0,0,Accountants,-40.0,1,1.0
7909,F,112500.0,4,1,Married,House / apartment,-12114,-4004,0,0,0,Accountants,-1.0,1,1.0
17781,F,112500.0,4,1,Married,House / apartment,-11796,-2134,0,0,0,Laborers,-26.0,1,2.0
7013,F,112500.0,4,1,Married,Municipal apartment,-15417,-1569,0,0,0,none,-23.0,1,0.0
17447,F,112500.0,4,1,Married,With parents,-10475,-1792,1,1,0,Core staff,-54.0,1,1.0
20411,F,112500.0,4,1,Married,With parents,-9310,-825,0,0,0,Core staff,-5.0,1,2.0
19417,F,112500.0,4,1,Single / not married,Co-op apartment,-12788,-531,1,1,0,Core staff,-21.0,0,2.0
21148,F,112500.0,4,1,Single / not married,House / apartment,-10028,-1618,0,0,0,Core staff,-59.0,1,2.0
8980,F,112500.0,4,1,Single / not married,House / apartment,-10028,-1618,0,0,0,Core staff,-43.0,1,2.0
4671,F,112500.0,4,2,Civil marriage,House / apartment,-9301,-1751,0,0,0,none,-55.0,1,2.0
22001,F,112500.0,4,2,Civil marriage,House / apartment,-9301,-1751,0,0,0,none,-53.0,1,2.0
14703,F,112500.0,4,2,Civil marriage,House / apartment,-9301,-1751,0,0,0,none,-49.0,1,1.0
26430,F,112500.0,4,2,Civil marriage,House / apartment,-9301,-1751,0,0,0,none,-19.0,1,2.0
19368,F,112500.0,4,2,Married,Municipal apartment,-15447,-2470,1,0,0,Sales staff,-3.0,0,1.0
19911,F,112500.0,4,2,Married,With parents,-10157,-704,0,0,0,Sales staff,-9.0,0,2.0
13791,F,112500.0,4,4,Civil marriage,House / apartment,-15867,-2088,0,0,0,Sales staff,-23.0,1,2.0
11109,F,112500.0,4,4,Civil marriage,House / apartment,-14788,-2661,1,1,0,Core staff,-11.0,0,2.0
9475,F,112500.0,4,4,Civil marriage,House / apartment,-13686,-1256,0,0,0,Cooking staff,-2.0,2,1.0
14957,F,112500.0,4,4,Civil marriage,House / apartment,-13686,-1256,0,0,0,Cooking staff,-2.0,2,1.0
15752,F,112500.0,4,4,Civil marriage,House / apartment,-13686,-1256,0,0,0,Cooking staff,-2.0,2,1.0
18790,F,112500.0,4,4,Civil marriage,House / apartment,-13686,-1256,0,0,0,Cooking staff,-2.0,2,1.0
3582,F,112500.0,4,4,Civil marriage,House / apartment,-10124,-1358,0,0,0,Laborers,-28.0,1,0.0
9223,F,112500.0,4,4,Married,House / apartment,-21195,-3913,1,1,0,none,-32.0,1,0.0
8384,F,112500.0,4,4,Married,House / apartment,-19304,-1601,0,0,0,Sales staff,-20.0,1,2.0
13484,F,112500.0,4,4,Married,House / apartment,-19261,-5130,0,0,0,Sales staff,-50.0,1,2.0
10170,F,112500.0,4,4,Married,House / apartment,-18575,-4113,0,0,0,Accountants,-51.0,1,2.0
10275,F,112500.0,4,4,Married,House / apartment,-18575,-4113,0,0,0,Accountants,-51.0,1,2.0
11992,F,112500.0,4,4,Married,House / apartment,-18575,-4113,0,0,0,Accountants,-50.0,1,2.0
15312,F,112500.0,4,4,Married,House / apartment,-18435,-2175,0,1,0,Sales staff,-10.0,1,2.0
20811,F,112500.0,4,4,Married,House / apartment,-18179,-2773,0,1,0,Sales staff,-46.0,1,1.0
20713,F,112500.0,4,4,Married,House / apartment,-17202,-1787,0,0,0,Sales staff,-9.0,2,0.0
17832,F,112500.0,4,4,Married,House / apartment,-16573,-4574,0,0,0,none,-60.0,1,0.0
21016,F,112500.0,4,4,Married,House / apartment,-16279,-1478,0,0,0,Medicine staff,-31.0,1,2.0
23217,F,112500.0,4,4,Married,House / apartment,-16279,-1478,0,0,0,Medicine staff,-17.0,1,2.0
3150,F,112500.0,4,4,Married,House / apartment,-15759,-374,1,0,0,Sales staff,-25.0,0,0.0
4178,F,112500.0,4,4,Married,House / apartment,-15759,-374,1,0,0,Sales staff,-25.0,0,2.0
6628,F,112500.0,4,4,Married,House / apartment,-14762,-2464,0,1,0,Managers,-59.0,1,2.0
16009,F,112500.0,4,4,Married,House / apartment,-14667,-1048,1,1,0,Accountants,-12.0,0,1.0
19523,F,112500.0,4,4,Married,House / apartment,-14234,-309,0,0,0,Core staff,-10.0,2,2.0
14450,F,112500.0,4,4,Married,House / apartment,-14072,-699,0,0,0,Private service staff,-22.0,1,1.0
15328,F,112500.0,4,4,Married,House / apartment,-14060,-7364,1,0,0,Cooking staff,-36.0,1,2.0
18800,F,112500.0,4,4,Married,House / apartment,-13741,-5221,0,0,0,Laborers,-27.0,1,2.0
20270,F,112500.0,4,4,Married,House / apartment,-12690,-231,1,0,0,Sales staff,-23.0,2,2.0
26000,F,112500.0,4,4,Married,House / apartment,-12270,-150,0,1,0,Security staff,-12.0,1,2.0
25549,F,112500.0,4,4,Married,House / apartment,-11497,-1648,0,0,0,Sales staff,-10.0,2,2.0
4487,F,112500.0,4,4,Married,House / apartment,-10989,-135,1,1,0,none,-29.0,1,2.0
19204,F,112500.0,4,4,Married,House / apartment,-10989,-135,1,1,0,none,-12.0,1,2.0
25378,F,112500.0,4,4,Married,House / apartment,-10989,-135,1,1,0,none,-6.0,1,0.0
19300,F,112500.0,4,4,Married,House / apartment,-10406,-2774,0,0,1,Core staff,-35.0,1,2.0
22156,F,112500.0,4,4,Married,House / apartment,-10406,-2774,0,0,1,Core staff,-26.0,1,2.0
18934,F,112500.0,4,4,Married,House / apartment,-9894,-2499,1,1,0,Sales staff,-36.0,1,2.0
24207,F,112500.0,4,4,Married,House / apartment,-9885,-2072,0,0,1,Sales staff,-7.0,1,0.0
23583,F,112500.0,4,4,Married,House / apartment,-9811,-864,0,0,0,Core staff,-51.0,1,2.0
14868,F,112500.0,4,4,Married,Municipal apartment,-20589,-3680,0,0,0,none,-12.0,1,2.0
17305,F,112500.0,4,4,Married,Municipal apartment,-17372,-978,0,1,0,Sales staff,-34.0,1,0.0
21298,F,112500.0,4,4,Married,Municipal apartment,-17372,-978,0,1,0,Sales staff,-16.0,1,2.0
26374,F,112500.0,4,4,Married,Municipal apartment,-17372,-978,0,1,0,Sales staff,-15.0,1,1.0
12424,F,112500.0,4,4,Married,Rented apartment,-16022,-9052,0,0,0,Sales staff,-39.0,1,2.0
13284,F,112500.0,4,4,Married,Rented apartment,-16022,-9052,0,0,0,Sales staff,-39.0,1,2.0
7485,F,112500.0,4,4,Married,With parents,-19723,-1191,0,1,0,none,-48.0,0,1.0
25135,F,112500.0,4,4,Married,With parents,-19723,-1191,0,1,0,none,-14.0,0,1.0
20388,F,112500.0,4,4,Separated,House / apartment,-19682,-2104,1,0,0,Cleaning staff,-17.0,1,2.0
9429,F,112500.0,4,4,Separated,House / apartment,-15817,-2407,0,1,0,Medicine staff,-44.0,1,2.0
22123,F,112500.0,4,4,Separated,House / apartment,-15817,-2407,0,1,0,Medicine staff,-27.0,1,2.0
18532,F,112500.0,4,4,Separated,House / apartment,-14307,-188,0,0,0,Laborers,-31.0,0,2.0
15932,F,112500.0,4,4,Separated,House / apartment,-13635,-349,1,1,0,none,-20.0,0,2.0
23863,F,112500.0,4,4,Single / not married,House / apartment,-18715,-2867,1,0,0,Secretaries,-60.0,1,2.0
11368,F,112500.0,4,4,Single / not married,House / apartment,-15839,-1381,0,1,0,High skill tech staff,-41.0,1,1.0
12924,F,112500.0,4,4,Single / not married,House / apartment,-9383,-689,0,0,0,High skill tech staff,-2.0,1,1.0
19714,F,112500.0,4,4,Widow,House / apartment,-14199,-2970,1,1,0,Private service staff,-39.0,1,2.0
19167,F,117000.0,0,4,Civil marriage,House / apartment,-14041,-460,0,0,0,none,-3.0,1,0.0
25701,F,117000.0,0,4,Married,House / apartment,-16160,-4852,0,0,0,Accountants,-27.0,1,1.0
4188,F,117000.0,1,1,Married,House / apartment,-21428,0,0,1,0,none,-23.0,1,2.0
14097,F,117000.0,1,4,Married,House / apartment,-24348,0,0,1,0,none,-1.0,1,1.0
10663,F,117000.0,4,4,Married,House / apartment,-20754,-2330,0,0,0,none,-26.0,0,2.0
23938,F,117000.0,4,4,Married,Municipal apartment,-13494,-1281,0,0,0,Sales staff,-22.0,0,2.0
1711,F,121500.0,0,4,Married,Co-op apartment,-12017,-1711,0,1,0,Sales staff,-22.0,1,0.0
7585,F,121500.0,0,4,Married,House / apartment,-18828,-6195,0,0,0,none,-40.0,0,2.0
25332,F,121500.0,0,4,Married,House / apartment,-11023,-2652,1,0,0,Laborers,-4.0,1,2.0
19917,F,121500.0,1,4,Widow,House / apartment,-21366,0,0,0,0,none,-34.0,1,2.0
11496,F,121500.0,2,4,Married,House / apartment,-19988,-3231,1,0,0,none,-36.0,2,2.0
8132,F,121500.0,2,4,Married,House / apartment,-19988,-3231,1,0,0,none,-35.0,2,2.0
25031,F,121500.0,2,4,Married,House / apartment,-16114,-706,0,0,0,Core staff,-14.0,2,2.0
24950,F,121500.0,2,4,Married,House / apartment,-16114,-706,0,0,0,Core staff,-3.0,2,1.0
11586,F,121500.0,4,1,Married,House / apartment,-11007,-762,0,0,0,none,-51.0,1,2.0
23184,F,121500.0,4,1,Married,House / apartment,-11007,-762,0,0,0,none,-29.0,1,2.0
15112,F,121500.0,4,2,Married,House / apartment,-11327,-101,1,1,0,Core staff,-34.0,2,1.0
22402,F,121500.0,4,2,Married,House / apartment,-11327,-101,1,1,0,Core staff,-23.0,2,2.0
9283,F,121500.0,4,4,Civil marriage,House / apartment,-18513,-8163,0,0,0,High skill tech staff,-31.0,1,2.0
24029,F,121500.0,4,4,Civil marriage,House / apartment,-12716,-393,1,0,0,Core staff,-45.0,0,2.0
21665,F,121500.0,4,4,Married,House / apartment,-15999,-3269,1,0,0,Sales staff,-18.0,2,2.0
26085,F,121500.0,4,4,Married,House / apartment,-14866,-5992,0,0,0,Medicine staff,-52.0,1,2.0
22552,F,121500.0,4,4,Married,House / apartment,-14866,-5992,0,0,0,Medicine staff,-44.0,1,0.0
13864,F,121500.0,4,4,Married,House / apartment,-12662,-1382,1,0,0,Medicine staff,-19.0,1,2.0
11057,F,121500.0,4,4,Married,House / apartment,-10014,-1386,0,0,0,Medicine staff,-44.0,2,2.0
16652,F,121500.0,4,4,Married,House / apartment,-9448,-355,0,0,0,Laborers,-31.0,1,0.0
20717,F,121500.0,4,4,Widow,House / apartment,-17432,-2417,1,1,0,none,-33.0,1,1.0
10039,F,121500.0,4,4,Widow,House / apartment,-17432,-2417,1,1,0,none,-10.0,1,1.0
15728,F,122400.0,4,4,Married,House / apartment,-20952,-1155,1,0,1,Medicine staff,-22.0,0,2.0
25480,F,122400.0,4,4,Married,House / apartment,-20952,-1155,1,0,1,Medicine staff,-22.0,0,0.0
6819,F,126000.0,0,1,Married,House / apartment,-12411,-1773,0,0,1,Managers,-45.0,1,2.0
25068,F,126000.0,0,1,Married,House / apartment,-12411,-1773,0,0,1,Managers,-43.0,1,1.0
15915,F,126000.0,0,4,Married,House / apartment,-18140,-4119,0,0,0,Laborers,-36.0,1,2.0
24149,F,126000.0,0,4,Married,House / apartment,-14002,-5557,0,0,0,Laborers,-14.0,0,2.0
17421,F,126000.0,0,4,Married,House / apartment,-10302,-734,0,0,0,Core staff,-50.0,2,2.0
16174,F,126000.0,0,4,Married,House / apartment,-10302,-734,0,0,0,Core staff,-48.0,2,2.0
23743,F,126000.0,1,1,Married,House / apartment,-21892,0,0,0,0,none,-44.0,1,1.0
13492,F,126000.0,1,4,Married,House / apartment,-20387,0,0,0,1,none,0.0,1,0.0
22212,F,126000.0,1,4,Single / not married,House / apartment,-21667,0,0,0,0,none,-13.0,1,0.0
24150,F,126000.0,1,4,Widow,House / apartment,-24387,0,0,0,0,none,-47.0,1,2.0
6714,F,126000.0,1,4,Widow,House / apartment,-24387,0,0,0,0,none,-15.0,1,2.0
20013,F,126000.0,1,4,Widow,House / apartment,-19603,0,0,1,1,none,-1.0,1,0.0
14567,F,126000.0,2,2,Married,House / apartment,-17529,-1716,0,0,0,none,-25.0,1,2.0
15233,F,126000.0,2,4,Single / not married,House / apartment,-8189,-473,0,0,0,Core staff,-5.0,1,1.0
12306,F,126000.0,4,1,Married,House / apartment,-15003,-122,0,0,0,Managers,-13.0,2,2.0
22429,F,126000.0,4,1,Married,House / apartment,-12428,-4900,0,1,1,High skill tech staff,-12.0,1,2.0
21490,F,126000.0,4,1,Married,House / apartment,-10075,-460,0,1,1,Core staff,-45.0,1,2.0
11610,F,126000.0,4,1,Married,House / apartment,-9441,-157,0,0,0,none,-31.0,2,2.0
11988,F,126000.0,4,1,Married,House / apartment,-9441,-157,0,0,0,none,-31.0,2,1.0
4374,F,126000.0,4,1,Married,House / apartment,-9441,-157,0,0,0,none,-8.0,2,2.0
4683,F,126000.0,4,1,Married,House / apartment,-9441,-157,0,0,0,none,-8.0,2,2.0
11711,F,126000.0,4,1,Married,House / apartment,-9441,-157,0,0,0,none,-8.0,2,0.0
14627,F,126000.0,4,2,Married,House / apartment,-11432,-129,0,1,0,Core staff,-25.0,2,2.0
2632,F,126000.0,4,3,Married,With parents,-11719,-285,0,1,0,Core staff,-59.0,2,2.0
14117,F,126000.0,4,4,Civil marriage,House / apartment,-16120,-991,0,1,0,Sales staff,-42.0,1,2.0
15917,F,126000.0,4,4,Married,House / apartment,-15653,-2235,1,0,0,Laborers,-14.0,0,2.0
3286,F,126000.0,4,4,Married,House / apartment,-14933,-107,0,0,0,Security staff,-20.0,2,2.0
3805,F,126000.0,4,4,Married,House / apartment,-11461,-1204,1,1,0,Cleaning staff,-11.0,1,0.0
17359,F,126000.0,4,4,Married,House / apartment,-11461,-1204,1,1,0,Cleaning staff,-10.0,1,0.0
20486,F,126000.0,4,4,Separated,House / apartment,-21646,-1283,1,1,0,Cleaning staff,-39.0,1,2.0
19656,F,126000.0,4,4,Single / not married,House / apartment,-16849,-2896,0,1,0,Cooking staff,-48.0,1,2.0
22219,F,130500.0,1,4,Married,House / apartment,-23476,0,0,0,0,none,-7.0,1,2.0
10330,F,130500.0,4,4,Civil marriage,House / apartment,-15140,-4816,0,1,0,Cleaning staff,-39.0,0,2.0
17112,F,130500.0,4,4,Civil marriage,House / apartment,-15140,-4816,0,1,0,Cleaning staff,-20.0,0,1.0
1315,F,130500.0,4,4,Married,House / apartment,-16137,-9391,0,1,0,Laborers,-29.0,2,2.0
24124,F,130500.0,4,4,Married,House / apartment,-13520,-5488,0,0,0,Core staff,-46.0,1,2.0
15667,F,130500.0,4,4,Married,House / apartment,-13520,-5488,0,0,0,Core staff,-39.0,1,2.0
21799,F,130500.0,4,4,Married,House / apartment,-13520,-5488,0,0,0,Core staff,-39.0,1,2.0
19391,F,130500.0,4,4,Married,House / apartment,-13520,-5488,0,0,0,Core staff,-31.0,1,2.0
24194,F,130500.0,4,4,Married,House / apartment,-13520,-5488,0,0,0,Core staff,-16.0,1,2.0
13948,F,132750.0,1,4,Separated,House / apartment,-20375,0,0,0,0,none,-16.0,1,0.0
5308,F,133650.0,0,4,Married,House / apartment,-14596,-1965,0,0,0,none,-45.0,2,2.0
4365,F,134419.5,0,1,Single / not married,House / apartment,-10339,-393,1,0,0,none,-40.0,0,2.0
15936,F,134419.5,0,1,Single / not married,House / apartment,-10339,-393,1,0,0,none,-40.0,0,2.0
7919,F,134419.5,0,1,Single / not married,House / apartment,-10339,-393,1,0,0,none,-27.0,0,2.0
25384,F,135000.0,0,1,Civil marriage,House / apartment,-10091,-1525,0,0,1,none,-53.0,1,0.0
13524,F,135000.0,0,1,Married,House / apartment,-23122,-3621,0,0,0,Sales staff,-3.0,1,0.0
22439,F,135000.0,0,1,Married,House / apartment,-20921,-113,0,0,0,Sales staff,-7.0,2,0.0
15396,F,135000.0,0,1,Married,House / apartment,-20921,-113,0,0,0,Sales staff,-3.0,2,0.0
20825,F,135000.0,0,1,Married,House / apartment,-16949,-1371,0,0,0,Managers,-15.0,2,1.0
22369,F,135000.0,0,1,Married,House / apartment,-14810,-1655,0,0,0,Laborers,-48.0,2,2.0
10639,F,135000.0,0,1,Married,House / apartment,-12256,-4031,1,1,1,Core staff,-43.0,0,2.0
20360,F,135000.0,0,1,Married,House / apartment,-12256,-4031,1,1,1,Core staff,-43.0,0,2.0
15684,F,135000.0,0,1,Married,House / apartment,-12013,-3973,1,0,0,Accountants,-7.0,2,2.0
17895,F,135000.0,0,1,Married,House / apartment,-11659,-397,0,0,0,Accountants,-7.0,1,2.0
19757,F,135000.0,0,1,Married,House / apartment,-11616,-825,1,1,1,High skill tech staff,-7.0,1,1.0
26372,F,135000.0,0,1,Married,House / apartment,-10182,-971,0,0,0,Sales staff,-25.0,1,2.0
5724,F,135000.0,0,1,Married,House / apartment,-9778,-2910,1,0,1,Core staff,-50.0,1,0.0
6875,F,135000.0,0,1,Married,House / apartment,-9778,-2910,1,0,1,Core staff,-50.0,1,2.0
23623,F,135000.0,0,1,Single / not married,House / apartment,-19392,-121,0,1,0,none,-14.0,1,0.0
21890,F,135000.0,0,1,Single / not married,House / apartment,-10130,-1651,0,0,0,Accountants,-37.0,1,1.0
25338,F,135000.0,0,1,Single / not married,House / apartment,-10130,-1651,0,0,0,Accountants,-37.0,1,1.0
23881,F,135000.0,0,2,Married,House / apartment,-10906,-1619,0,0,1,none,-40.0,1,2.0
22890,F,135000.0,0,2,Married,House / apartment,-10288,-2616,1,1,0,Managers,-24.0,1,1.0
